seqnames	start	end	width	strand	pr	delta	number	Annotated.gene.symbols	Detected.Features
chr5	73119986	73121185	1200	*	8.972	0.078	890	TMEM171	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr6	137484897	137490177	5281	*	8.969	0.022	891		cpg_islands, cpg_shelves, cpg_shores, intergenic
chr11	125164284	125169246	4963	*	8.947	-0.004	892	PKNOX2, PKNOX2-DT, PKNOX2-AS1	5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr2	29114928	29116736	1809	*	8.922	0.031	893	CLIP4	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr17	72116281	72123392	7112	*	8.912	-0.03	894	SOX9, SOX9-AS1, LOC102723517	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr4	81213590	81215942	2353	*	8.904	0.017	895	PRKG2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr14	24339187	24340331	1145	*	8.901	0.031	896	RIPK3	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr4	121949989	121952431	2443	*	8.892	0.002	897	TRPC3, LOC102724158	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr4	785568	787131	1564	*	8.889	-0.002	898	CPLX1	3UTRs, cpg_islands, cpg_shores, exons, introns
chr1	167629720	167630787	1068	*	8.887	0.057	899	RCSD1, AL031733.2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr15	89388186	89426841	38656	*	8.869	-0.015	900	MIR9-3HG	cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr19	32674169	32677681	3513	*	8.854	0.073	901	RGS9BP, ANKRD27	3UTRs, 5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr18	26547556	26551472	3917	*	8.852	0.01	902	KCTD1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr7	19143923	19147991	4069	*	8.851	0.199	903	FERD3L, AC003986.1	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr7	55018168	55021175	3008	*	8.833	0.017	904	EGFR	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr2	132668372	132671147	2776	*	8.83	0.06	905	LYPD1	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr17	60137928	60140565	2638	*	8.82	0.055	906	AC025048.1	cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr9	137076865	137078486	1622	*	8.799	0.104	907	UAP1L1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr11	17351328	17354767	3440	*	8.799	0.001	908	NCR3LG1, LOC105376576, AC124798.2	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr8	23681758	23683769	2012	*	8.791	-0.003	909	NKX3-1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr21	32411393	32413660	2268	*	8.787	0.029	910	EVA1C, CFAP298-TCP10L	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr1	110674044	110675512	1469	*	8.781	0.021	911	KCNA3	5UTRs, cpg_islands, exons, firstexons, promoters
chr11	9003101	9004931	1831	*	8.777	0.053	912	NRIP3, NRIP3-DT, AC079296.1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr15	58063548	58066613	3066	*	8.769	0.117	913	ALDH1A2, ALDH1A2-AS1, AC025431.1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr7	108001401	108003804	2404	*	8.76	0.018	914	LAMB1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr3	172445191	172450402	5212	*	8.755	0.123	915	GHSR	5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, promoters
chr9	83537164	83539160	1997	*	8.738	0.025	916	FRMD3	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr6	117259005	117276761	17757	*	8.723	0.016	917	VGLL2, LOC105377964, Z98880.1	3UTRs, 5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr3	184561021	184570067	9047	*	8.707	0.005	918	EPHB3	5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, promoters
chr11	124838996	124856980	17985	*	8.682	-0.012	919		cpg_inter, cpg_islands, cpg_shelves, cpg_shores, intergenic
chr2	45649510	45653199	3690	*	8.679	0.001	920	PRKCE	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr2	218998720	219006330	7611	*	8.672	-0.004	921	CFAP65, LOC100129175, MIR375, AC097468.1	3UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr6	50812254	50838372	26119	*	8.653	0.029	922	TFAP2B	5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, promoters
chr1	23421480	23425440	3961	*	8.629	0.022	923	TCEA3	5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr6	160347929	160349756	1828	*	8.622	0.047	924	SLC22A3	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr1	226737037	226740287	3251	*	8.62	-0.004	925	ITPKB	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr16	82626472	82628369	1898	*	8.61	0.005	926	CDH13	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr12	48996071	49000052	3982	*	8.603	-0.005	927	DDN, DDN-AS1, AC011603.3	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr14	37583069	37609941	26873	*	8.601	0.058	928	FOXA1, TTC6	3UTRs, 5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, promoters
chr9	132159429	132164297	4869	*	8.591	0.088	929	NTNG2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr6	26501529	26502163	635	*	8.579	0.074	930	BTN1A1	cpg_islands, cpg_shores, exons, introns
chr18	79795972	79799855	3884	*	8.579	0.064	931	KCNG2, AC021594.2	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr10	71396198	71398865	2668	*	8.577	-0.004	932	CDH23	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr8	66960756	66963891	3136	*	8.575	0.129	933	TCF24	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr11	30014231	30017588	3358	*	8.574	0.099	934	KCNA4	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr3	147353776	147359681	5906	*	8.566	0.152	935	LOC112268449, AC092957.1	cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, introns, lncrna_gencode
chr2	73201955	73203735	1781	*	8.565	0.077	936	NOTO	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr1	47507822	47509927	2106	*	8.56	0.037	937		cpg_islands, cpg_shores, intergenic
chr14	28751292	28786032	34741	*	8.558	0.019	938	FOXG1, FOXG1-AS1, LINC01551, LINC02282	3UTRs, 5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr1	156387968	156388831	864	*	8.557	0.022	939	AL139130.1	cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr12	126723282	126728869	5588	*	8.547	0.016	940	LINC00943	cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr1	231039069	231042011	2943	*	8.544	-0.005	941	FAM89A	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr9	133274147	133276660	2514	*	8.541	0.115	942	ABO	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr12	57213917	57217837	3921	*	8.537	0.002	943	NXPH4	5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, promoters
chr7	128937314	128939459	2146	*	8.532	0.034	944	IRF5	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr11	115658979	115660133	1155	*	8.527	0.037	945	LINC02698, AP000997.3, AP002991.1	cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr7	90320633	90321574	942	*	8.505	0.049	946	FAM237B, CFAP69, AC002064.1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr11	14971011	14977770	6760	*	8.498	-0.001	947	CALCA, CALCB	5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, promoters
chr9	37020939	37046222	25284	*	8.494	0.039	948	PAX5	5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, promoters
chr6	41503073	41505911	2839	*	8.486	0.025	949	FOXP4-AS1, LINC01276, LOC112267957	cpg_islands, cpg_shores, enhancers_fantom, introns, lncrna_gencode
chr12	52006464	52008157	1694	*	8.478	-0.01	950	TAMALIN	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr10	133087015	133089847	2833	*	8.474	0.038	951	ADGRA1, ADGRA1-AS1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr6	144062674	144065279	2606	*	8.47	0.008	952	PLAGL1	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr5	132655617	132656819	1203	*	8.455	0.134	953	IL13, TH2LCRR	cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr10	49391314	49400216	8903	*	8.454	0.026	954	DRGX	5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr1	156847920	156849729	1810	*	8.444	0.09	955	INSRR, NTRK1	cpg_islands, cpg_shores, exons, introns
chr20	46894347	46896288	1942	*	8.431	0.006	956	EYA2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr22	20436026	20438838	2813	*	8.431	0.013	957	SCARF2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr2	219483285	219485186	1902	*	8.425	-0.034	958	SPEG, ASIC4-AS1, AC053503.1	cpg_islands, cpg_shores, exons, introns, lncrna_gencode
chr5	140041747	140044255	2509	*	8.423	-0.007	959	NRG2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr15	45125321	45130355	5035	*	8.421	0.025	960	DUOX1, DUOXA1	5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, promoters
chr15	96335155	96341621	6467	*	8.41	0.064	961	NR2F2	3UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, introns
chr11	130159542	130160637	1096	*	8.358	-0.012	962	ST14	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr16	1916117	1921391	5275	*	8.354	-0.046	963	HS3ST6	5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, promoters
chr11	128904667	128906024	1358	*	8.353	0.016	964	KCNJ5-AS1, KCNJ5	cpg_inter, exons, firstexons, introns, promoters
chr6	36386251	36388385	2135	*	8.349	-0.032	965	ETV7, ETV7-AS1, Z84484.1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr16	67537102	67538613	1512	*	8.346	0.016	966	RIPOR1, AC027682.5	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr20	49318075	49319768	1694	*	8.333	0.026	967	LOC105372649, KCNB1	cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr2	176636976	176638978	2003	*	8.322	0.135	968	LINC01116, LINC01117, LOC105373754	cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr17	21375747	21378513	2767	*	8.317	0.038	969	KCNJ12	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr17	47730267	47734528	4262	*	8.313	0.082	970	TBX21	5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, promoters
chr7	158996879	158997522	644	*	8.313	0.044	971		cpg_islands, cpg_shores, intergenic
chr7	128351358	128352544	1187	*	8.307	0.131	972	PRRT4	cpg_islands, exons, introns
chr16	67527746	67530733	2988	*	8.296	0.01	973	RIPOR1, LOC100505942, AC027682.6	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr5	95619524	95621869	2346	*	8.278	0.063	974	GPR150	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, promoters
chr1	180227909	180243853	15945	*	8.262	0.04	975	LHX4	5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr1	200038205	200044219	6015	*	8.261	0.051	976	NR5A2	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr9	77647539	77649290	1752	*	8.259	0.033	977	GNA14	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr14	76760789	76762883	2095	*	8.256	0.027	978	VASH1, LOC105370577, AC007376.2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr4	57109600	57111932	2333	*	8.255	0.008	979	IGFBP7, IGFBP7-AS1, AC111197.1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr10	70440309	70442152	1844	*	8.239	0.029	980	NODAL	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr1	112501763	112503005	1243	*	8.238	0.093	981	WNT2B	cpg_islands, cpg_shores, enhancers_fantom, introns
chr17	14296901	14304277	7377	*	8.236	-0.034	982	HS3ST3B1, MGC12916, AC005224.1, AC005224.3	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr14	53963304	53964012	709	*	8.224	0.105	983		cpg_islands, cpg_shores, intergenic
chr22	24494130	24495226	1097	*	8.223	0.091	984	UPB1, ADORA2A-AS1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr11	69773720	69777742	4023	*	8.216	0.004	985	FGF4	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr11	2928134	2931070	2937	*	8.213	-0.002	986	PHLDA2	3UTRs, 5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, promoters
chr6	99594881	99640288	45408	*	8.213	0.026	987	PRDM13	3UTRs, 5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, promoters
chr10	5976178	5978516	2339	*	8.204	-0.009	988	IL15RA	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr2	199455833	199460703	4871	*	8.198	0.12	989	SATB2, SATB2-AS1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr2	95345189	95347321	2133	*	8.197	0.015	990	KCNIP3	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr4	140566917	140569534	2618	*	8.195	0.007	991	UCP1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr17	28384204	28385132	929	*	8.19	0.05	992	SARM1	cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr11	111540167	111541837	1671	*	8.189	0.086	993	LAYN	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr12	116878511	116883782	5272	*	8.189	0.016	994	HRK	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr12	107317457	107321643	4187	*	8.188	0.001	995	ABTB3	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr11	123357702	123358926	1225	*	8.184	0.054	996	GRAMD1B	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr6	149922276	149923738	1463	*	8.179	0.037	997	RAET1G	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr10	98027542	98031628	4087	*	8.177	0.06	998	CRTAC1	5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, promoters
chr1	61049723	61052218	2496	*	8.173	0.032	999	LOC105378764, NFIA, NFIA-AS2	cpg_islands, cpg_shores, enhancers_fantom, introns, lncrna_gencode
chr12	57224928	57226014	1087	*	8.16	-0.101	1000	NXPH4	3UTRs, cpg_islands, cpg_shores, exons
