seqnames	start	end	width	strand	pr	delta	number	Annotated.gene.symbols	Detected.Features
chr5	50966907	50968575	1669	*	13.125	-0.046	979	AC008808.2	cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, lncrna_gencode, promoters
chr5	73233729	73234725	997	*	13.12	0.04	980	AC116345.1	cpg_islands, cpg_shores, introns, lncrna_gencode
chr1	46448054	46448662	609	*	13.115	0.015	981	FAAHP1, LINC01398	cpg_islands, cpg_shores, introns, lncrna_gencode
chr5	93604016	93606311	2296	*	13.092	0.081	982		cpg_islands, cpg_shores, enhancers_fantom, intergenic
chr1	207958618	207959664	1047	*	13.09	0	983	LINC02767, AL356275.1	cpg_islands, cpg_shores, exons, firstexons, lncrna_gencode, promoters
chr11	43941816	43944959	3144	*	13.084	-0.001	984	C11orf96, AC087521.1, AC087521.3	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr4	173500979	173501354	376	*	13.079	0.172	985		cpg_islands, cpg_shores, enhancers_fantom, intergenic
chr6	6002148	6009587	7440	*	13.073	0.054	986	NRN1	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr16	54285087	54287930	2844	*	13.065	0	987	IRX3, AC018553.2	5UTRs, cpg_islands, exons, firstexons, introns, lncrna_gencode, promoters
chr16	2019651	2021092	1442	*	13.058	-0.008	988	NPW	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr19	50666184	50669129	2946	*	13.029	0.014	989	SHANK1	cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr14	60655526	60658983	3458	*	13.028	0.018	990	SIX1	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr1	75136648	75137656	1009	*	13.002	0.088	991	LHX8	cpg_islands, cpg_shores, exons, introns
chr8	53879505	53882723	3219	*	12.991	0.012	992	RGS20	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr4	41872935	41874146	1212	*	12.973	0.113	993	LINC00682	cpg_islands, cpg_shores, enhancers_fantom, exons, introns, lncrna_gencode
chr11	30015876	30018102	2227	*	12.97	0.054	994	KCNA4	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr13	50123200	50127888	4689	*	12.936	-0.013	995	DLEU2, DLEU1, AL137060.1	cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr9	98706837	98710049	3213	*	12.92	0.005	996	GABBR2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr8	96144729	96145713	985	*	12.903	0.041	997	GDF6	cpg_islands, exons, introns
chr11	128890197	128891926	1730	*	12.897	-0.012	998	KCNJ5	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr1	156848785	156849326	542	*	12.875	0.107	999	INSRR, NTRK1	cpg_islands, cpg_shores, exons, introns
chr1	156420319	156423210	2892	*	12.873	0.007	1000	MIR9-1, MIR9-1HG	cpg_islands, cpg_shores, exons, firstexons, introns, promoters
